Event,Obs,Q,Type,Loc/Freq,Particulars_a,begin_datetime,max_datetime,end_datetime
8340,G15,5,XRA,1-8A,C7.9,2015-03-20 00:57:00,2015-03-20 01:33:00,2015-03-20 02:11:00
8340,CUL,C,RSP,035-300,III/1,2015-03-20 00:59:00,,2015-03-20 01:00:00
8340,LEA,G,RBR,245,520,2015-03-20 00:59:00,2015-03-20 00:59:00,2015-03-20 00:59:00
8340,LEA,G,RBR,610,100,2015-03-20 01:21:00,2015-03-20 01:21:00,2015-03-20 01:21:00
8350,LEA,4,LPS,////,0.1,2015-03-20 02:06:00,,2015-03-20 06:05:00
8360,SAG,G,RBR,245,110,2015-03-20 15:01:00,2015-03-20 15:01:00,2015-03-20 15:01:00
8370,G15,5,XRA,1-8A,B7.9,2015-03-20 21:59:00,2015-03-20 22:06:00,2015-03-20 22:17:00
8380,PAL,G,RBR,245,140,2015-03-20 22:47:00,2015-03-20 22:47:00,2015-03-20 22:47:00
8390,G15,5,XRA,1-8A,B6.8,2015-03-21 00:00:00,2015-03-21 00:04:00,2015-03-21 00:07:00
8390,LEA,C,RSP,075-180,III/1,2015-03-21 00:00:00,,2015-03-21 00:02:00
8390,PAL,G,RBR,245,110,2015-03-21 00:00:00,,2015-03-21 00:01:00
8390,PAL,G,RBR,410,120,2015-03-21 00:01:00,2015-03-21 00:01:00,2015-03-21 00:01:00
8400,G15,5,XRA,1-8A,C1.4,2015-03-21 00:13:00,2015-03-21 00:18:00,2015-03-21 00:23:00
8410,PAL,C,RSP,029-142,III/1,2015-03-21 02:13:00,,2015-03-21 02:13:00
8420,G13,5,XRA,1-8A,C1.7,2015-03-21 07:35:00,2015-03-21 08:09:00,2015-03-21 09:25:00
8420,LEA,C,RSP,075-180,VI/1,2015-03-21 07:46:00,,2015-03-21 10:18:00
8420,SVI,C,RSP,048-156,III/1,2015-03-21 07:48:00,,2015-03-21 07:49:00
8430,SVI,C,RSP,030-171,III/2,2015-03-21 13:00:00,,2015-03-21 13:03:00
8440,SAG,C,RSP,033-180,III/1,2015-03-21 16:30:00,,2015-03-21 16:34:00
8480,LEA,3,DSF,N05W35,24,2015-03-22 10:02:00,,2015-03-23 00:05:00
8450,HOL,4,DSF,N19W20,23,2015-03-22 15:05:00,,2015-03-22 18:15:00
8460,G15,5,XRA,1-8A,C1.1,2015-03-22 21:33:00,2015-03-22 21:39:00,2015-03-22 21:46:00
8470,G15,5,XRA,1-8A,C1.3,2015-03-22 22:12:00,2015-03-22 22:18:00,2015-03-22 22:24:00
8490,LEA,C,RSP,075-098,III/1,2015-03-23 05:54:00,,2015-03-23 05:57:00
8500,G15,5,XRA,1-8A,B8.8,2015-03-23 07:20:00,2015-03-23 07:24:00,2015-03-23 07:28:00
8510,G13,5,XRA,1-8A,C3.6,2015-03-23 08:49:00,2015-03-23 09:11:00,2015-03-23 09:20:00
8570,LEA,3,DSF,S24E39,12,2015-03-23 10:03:00,,2015-03-23 23:18:00
8580,HOL,3,DSF,S23E46,8,2015-03-23 13:30:00,,2015-03-23 22:31:00
8520,SAG,C,RSP,049-121,III/1,2015-03-23 16:17:00,,2015-03-23 16:17:00
8530,G15,5,XRA,1-8A,C1.1,2015-03-23 17:12:00,2015-03-23 17:17:00,2015-03-23 17:22:00
8540,G15,5,XRA,1-8A,B8.6,2015-03-23 17:43:00,2015-03-23 17:47:00,2015-03-23 17:56:00
8540,HOL,3,FLA,S09E50,SF,2015-03-23 17:45:00,2015-03-23 17:46:00,2015-03-23 17:51:00
8550,G15,5,XRA,1-8A,C1.4,2015-03-23 20:02:00,2015-03-23 20:06:00,2015-03-23 20:11:00
8560,G15,5,XRA,1-8A,B9.1,2015-03-23 23:02:00,2015-03-23 23:13:00,2015-03-23 23:15:00
8590,LEA,3,FLA,S07E52,SF,2015-03-23 23:49:00,2015-03-23 23:49:00,2015-03-23 23:53:00
8600,CUL,C,RSP,100-260,III/1,2015-03-24 01:20:00,,2015-03-24 01:21:00
8610,G15,5,XRA,1-8A,B9.4,2015-03-24 01:55:00,2015-03-24 01:58:00,2015-03-24 02:06:00
8610,LEA,3,FLA,N08E67,SF,2015-03-24 01:57:00,2015-03-24 01:58:00,2015-03-24 02:08:00
8620,LEA,3,FLA,N08E67,SF,2015-03-24 02:14:00,2015-03-24 02:15:00,2015-03-24 02:18:00
8630,CUL,C,RSP,020-150,III/1,2015-03-24 02:55:00,,2015-03-24 02:55:00
8640,LEA,C,RSP,075-128,III/1,2015-03-24 02:55:00,,2015-03-24 02:55:00
8650,LEA,3,FLA,N08E65,SF,2015-03-24 03:31:00,2015-03-24 03:34:00,2015-03-24 03:37:00
8660,LEA,C,RSP,075-180,VI/1,2015-03-24 03:52:00,,2015-03-24 04:18:00
8660,CUL,C,RSP,020-220,III/1,2015-03-24 04:18:00,,2015-03-24 04:18:00
8690,LEA,3,FLA,N08E65,SF,2015-03-24 04:30:00,2015-03-24 04:34:00,2015-03-24 04:41:00
8670,LEA,3,FLA,S09E42,SF,2015-03-24 04:31:00,2015-03-24 04:32:00,2015-03-24 04:36:00
8700,LEA,C,RSP,075-087,III/1,2015-03-24 05:38:00,,2015-03-24 06:06:00
8680,G15,5,XRA,1-8A,C1.5,2015-03-24 05:48:00,2015-03-24 05:54:00,2015-03-24 06:01:00
8710,LEA,3,FLA,S25E76,SF,2015-03-24 07:05:00,2015-03-24 07:05:00,2015-03-24 07:08:00
8780,SOH,4,CME,////,252-251,2015-03-24 08:24:00,,2015-03-24 11:42:00
8720,LEA,3,FLA,S25E74,SF,2015-03-24 09:13:00,2015-03-24 09:13:00,2015-03-24 09:25:00
8730,SVI,C,RSP,025-180,III/2,2015-03-24 13:59:00,,2015-03-24 14:02:00
8740,SAG,C,RSP,025-180,III/2,2015-03-24 15:19:00,,2015-03-24 15:19:00
8760,SAG,C,RSP,025-180,VI/1,2015-03-24 16:13:00,,2015-03-24 16:53:00
8760,SVI,C,RSP,025-180,III/1,2015-03-24 16:13:00,,2015-03-24 16:14:00
8750,G15,5,XRA,1-8A,C1.0,2015-03-24 16:21:00,2015-03-24 16:24:00,2015-03-24 16:26:00
8770,SAG,C,RSP,025-180,VI/1,2015-03-24 18:01:00,,2015-03-24 18:27:00
8790,PAL,C,RSP,041-180,III/1,2015-03-24 21:26:00,,2015-03-24 21:26:00
8930,CUL,C,RSP,057-180,III/1,2015-03-24 21:26:00,,2015-03-24 21:27:00
8940,CUL,C,RSP,057-160,III/1,2015-03-24 22:00:00,,2015-03-24 22:00:00
8800,PAL,C,RSP,025-150,VI/2,2015-03-24 22:38:00,,2015-03-24 23:03:00
8800,CUL,C,RSP,023-180,III/1,2015-03-24 22:49:00,,2015-03-24 22:51:00
8810,HOL,2,FLA,N17E63,SF,2015-03-24 23:43:00,2015-03-24 23:45:00,2015-03-24 23:47:00
8820,PAL,G,RBR,245,110,2015-03-25 00:32:00,2015-03-25 00:32:00,2015-03-25 00:32:00
8820,PAL,C,RSP,025-180,III/2,2015-03-25 00:32:00,,2015-03-25 00:39:00
8950,CUL,C,RSP,020-200,III/3,2015-03-25 00:32:00,,2015-03-25 00:33:00
8960,CUL,C,RSP,040-180,III/1,2015-03-25 00:35:00,,2015-03-25 00:36:00
8970,CUL,C,RSP,040-100,III/1,2015-03-25 00:39:00,,2015-03-25 00:41:00
8830,G15,5,XRA,1-8A,C2.6,2015-03-25 01:34:00,2015-03-25 01:44:00,2015-03-25 01:53:00
8830,PAL,C,RSP,025-180,VI/1,2015-03-25 01:38:00,,2015-03-25 03:33:00
8830,LEA,2,FLA,S08E24,SF,2015-03-25 01:39:00,2015-03-25 01:46:00,2015-03-25 02:02:00
8830,CUL,C,RSP,020-210,III/1,2015-03-25 01:48:00,,2015-03-25 01:50:00
8840,LEA,2,FLA,S08E24,SF,2015-03-25 02:02:00,2015-03-25 02:10:00,2015-03-25 02:17:00
8840,CUL,C,RSP,018-120,III/1,2015-03-25 02:11:00,,2015-03-25 02:12:00
8980,CUL,C,RSP,020-120,III/1,2015-03-25 02:46:00,,2015-03-25 02:49:00
8850,CUL,C,RSP,018-180,III/1,2015-03-25 02:54:00,,2015-03-25 02:55:00
8860,G15,5,XRA,1-8A,C1.3,2015-03-25 03:20:00,2015-03-25 03:24:00,2015-03-25 03:28:00
8870,CUL,C,RSP,018-260,III/2,2015-03-25 03:31:00,,2015-03-25 03:33:00
8880,LEA,3,FLA,S10E29,SF,2015-03-25 03:39:00,2015-03-25 03:39:00,2015-03-25 04:05:00
8990,CUL,C,RSP,023-180,III/1,2015-03-25 04:21:00,,2015-03-25 04:23:00
8910,CUL,C,RSP,040-100,III/1,2015-03-25 04:25:00,,2015-03-25 04:25:00
8890,G15,5,XRA,1-8A,C8.7,2015-03-25 04:36:00,2015-03-25 04:46:00,2015-03-25 05:11:00
8890,LEA,4,FLA,S10E31,1N,2015-03-25 04:38:00,2015-03-25 04:45:00,2015-03-25 06:27:00
8910,SVI,C,RSP,025-172,VI/2,2015-03-25 05:12:00,,2015-03-25 07:48:00
8900,CUL,C,RSP,018-260,III/2,2015-03-25 05:34:00,,2015-03-25 05:36:00
8900,LEA,G,RBR,245,230,2015-03-25 05:34:00,2015-03-25 05:34:00,2015-03-25 05:34:00
8920,LEA,G,RBR,245,130,2015-03-25 06:08:00,2015-03-25 06:08:00,2015-03-25 06:08:00
9000,LEA,C,RSP,075-180,III/2,2015-03-25 06:08:00,,2015-03-25 06:08:00
9160,CUL,C,RSP,020-260,III/2,2015-03-25 06:08:00,,2015-03-25 06:09:00
9010,LEA,C,RSP,074-180,VI/1,2015-03-25 06:40:00,,2015-03-25 07:09:00
9010,LEA,3,FLA,N04E35,SF,2015-03-25 07:09:00,2015-03-25 07:10:00,2015-03-25 07:17:00
9010,LEA,G,RBR,245,110,2015-03-25 07:09:00,2015-03-25 07:09:00,2015-03-25 07:09:00
9020,G15,5,XRA,1-8A,C1.8,2015-03-25 07:20:00,2015-03-25 07:27:00,2015-03-25 07:30:00
9020,LEA,3,FLA,S11E27,SF,2015-03-25 07:21:00,2015-03-25 07:27:00,2015-03-25 07:43:00
9030,LEA,C,RSP,075-172,III/1,2015-03-25 07:43:00,,2015-03-25 07:48:00
9040,G13,5,XRA,1-8A,C3.2,2015-03-25 08:23:00,2015-03-25 08:29:00,2015-03-25 08:32:00
9040,SVI,C,RSP,026-172,VI/2,2015-03-25 08:26:00,,2015-03-25 09:52:00
9050,LEA,C,RSP,075-174,III/1,2015-03-25 09:24:00,,2015-03-25 09:24:00
9060,SVI,C,RSP,103-162,III/1,2015-03-25 10:49:00,,2015-03-25 10:49:00
9070,SVI,C,RSP,025-079,III/2,2015-03-25 12:16:00,,2015-03-25 12:17:00
9080,SAG,G,RBR,410,100,2015-03-25 12:47:00,2015-03-25 12:47:00,2015-03-25 12:47:00
9090,G15,5,XRA,1-8A,C1.0,2015-03-25 13:38:00,2015-03-25 14:04:00,2015-03-25 14:23:00
9130,HOL,2,FLA,S09E24,SF,2015-03-25 13:50:00,2015-03-25 13:50:00,2015-03-25 13:58:00
9090,SVI,C,RSP,027-079,III/1,2015-03-25 14:08:00,,2015-03-25 14:08:00
9090,HOL,2,FLA,S09E24,SF,2015-03-25 14:18:00,2015-03-25 14:21:00,2015-03-25 14:42:00
9110,HOL,2,FLA,N06E33,SF,2015-03-25 14:50:00,2015-03-25 14:53:00,2015-03-25 14:58:00
9120,G15,5,XRA,1-8A,C3.3,2015-03-25 16:30:00,2015-03-25 16:45:00,2015-03-25 17:01:00
9140,G15,5,XRA,1-8A,C1.1,2015-03-25 18:13:00,2015-03-25 18:18:00,2015-03-25 18:20:00
9150,G15,5,XRA,1-8A,C2.8,2015-03-26 00:06:00,2015-03-26 00:21:00,2015-03-26 00:38:00
9150,PAL,C,RSP,037-075,III/2,2015-03-26 00:26:00,,2015-03-26 00:26:00
9170,G15,5,XRA,1-8A,B9.0,2015-03-26 04:37:00,2015-03-26 04:45:00,2015-03-26 04:56:00
9170,LEA,3,FLA,S07E21,SF,2015-03-26 04:38:00,2015-03-26 04:40:00,2015-03-26 05:11:00
9180,LEA,3,FLA,S07E21,SF,2015-03-26 05:12:00,2015-03-26 05:12:00,2015-03-26 05:25:00
9190,LEA,3,FLA,S08E19,SF,2015-03-26 05:45:00,2015-03-26 05:52:00,2015-03-26 05:55:00
9200,G15,5,XRA,1-8A,B7.0,2015-03-26 08:08:00,2015-03-26 08:11:00,2015-03-26 08:13:00
9240,G13,5,XRA,1-8A,B7.0,2015-03-26 09:26:00,2015-03-26 09:35:00,2015-03-26 09:43:00
9250,G15,5,XRA,1-8A,B6.5,2015-03-26 10:52:00,2015-03-26 11:00:00,2015-03-26 11:08:00
9260,G15,5,XRA,1-8A,B6.0,2015-03-26 11:30:00,2015-03-26 11:38:00,2015-03-26 11:46:00
9270,G15,5,XRA,1-8A,B7.7,2015-03-26 11:57:00,2015-03-26 12:05:00,2015-03-26 12:13:00
9280,G15,5,XRA,1-8A,B8.5,2015-03-26 14:19:00,2015-03-26 14:32:00,2015-03-26 14:34:00
9210,G15,5,XRA,1-8A,C1.1,2015-03-26 15:18:00,2015-03-26 15:21:00,2015-03-26 15:23:00
9220,G15,5,XRA,1-8A,B9.3,2015-03-26 16:05:00,2015-03-26 16:13:00,2015-03-26 16:22:00
9230,G15,5,XRA,1-8A,C1.4,2015-03-26 19:05:00,2015-03-26 19:21:00,2015-03-26 19:34:00
9230,HOL,3,FLA,S08E10,SF,2015-03-26 19:08:00,2015-03-26 19:29:00,2015-03-26 19:50:00
9290,PAL,C,RSP,025-074,III/1,2015-03-26 22:45:00,,2015-03-26 22:45:00
9310,G15,5,XRA,1-8A,C1.2,2015-03-26 23:37:00,2015-03-26 23:51:00,2015-03-27 00:04:00
9300,LEA,3,FLA,N17W54,SF,2015-03-26 23:38:00,2015-03-26 23:39:00,2015-03-26 23:45:00
9310,LEA,2,FLA,S08E19,SF,2015-03-27 00:00:00,2015-03-27 00:01:00,2015-03-27 00:57:00
9320,G15,5,XRA,1-8A,C1.0,2015-03-27 06:30:00,2015-03-27 06:36:00,2015-03-27 06:41:00
9330,LEA,2,FLA,N12W72,SF,2015-03-27 09:19:00,2015-03-27 09:20:00,2015-03-27 09:23:00
9340,G15,5,XRA,1-8A,C1.6,2015-03-27 12:37:00,2015-03-27 12:43:00,2015-03-27 12:46:00
9350,HOL,3,EPL,////,0.53,2015-03-27 13:18:00,,2015-03-27 14:10:00
9350,HOL,3,FLA,N15W66,SF,2015-03-27 13:24:00,2015-03-27 13:35:00,2015-03-27 13:42:00
9360,HOL,3,FLA,N15W66,SF,2015-03-27 14:19:00,2015-03-27 14:20:00,2015-03-27 14:24:00
9370,G15,5,XRA,1-8A,C1.1,2015-03-27 14:30:00,2015-03-27 14:35:00,2015-03-27 14:37:00
9370,HOL,3,FLA,N15W82,SF,2015-03-27 14:33:00,2015-03-27 14:33:00,2015-03-27 14:35:00
9380,G15,5,XRA,1-8A,C1.8,2015-03-27 15:06:00,2015-03-27 15:09:00,2015-03-27 15:12:00
9380,HOL,3,FLA,N15W81,SF,2015-03-27 15:08:00,2015-03-27 15:09:00,2015-03-27 15:25:00
9390,G15,5,XRA,1-8A,C1.3,2015-03-27 16:32:00,2015-03-27 16:36:00,2015-03-27 16:38:00
9390,HOL,3,FLA,N16W82,SF,2015-03-27 16:34:00,2015-03-27 16:36:00,2015-03-27 16:40:00
9400,PAL,C,RSP,025-120,III/1,2015-03-27 18:45:00,,2015-03-27 18:46:00
9410,HOL,3,FLA,S03W23,SF,2015-03-27 19:30:00,2015-03-27 19:32:00,2015-03-27 19:41:00
9420,SAG,C,RSP,025-067,III/1,2015-03-27 21:11:00,,2015-03-27 21:12:00
9430,PAL,C,RSP,025-059,III/1,2015-03-27 23:40:00,,2015-03-27 23:40:00
9440,G15,5,XRA,1-8A,C2.2,2015-03-28 04:48:00,2015-03-28 05:26:00,2015-03-28 05:48:00
9490,G15,5,XRA,1-8A,C1.5,2015-03-28 06:45:00,2015-03-28 06:55:00,2015-03-28 07:04:00
9450,G15,5,XRA,1-8A,C2.0,2015-03-28 07:57:00,2015-03-28 08:12:00,2015-03-28 08:29:00
9500,G15,5,XRA,1-8A,C1.0,2015-03-28 10:27:00,2015-03-28 10:43:00,2015-03-28 10:49:00
9460,SVI,C,RSP,025-155,III/1,2015-03-28 10:31:00,,2015-03-28 10:32:00
9470,G15,5,XRA,1-8A,C1.1,2015-03-28 11:27:00,2015-03-28 11:34:00,2015-03-28 11:44:00
9470,SVI,3,FLA,N15W67,SF,2015-03-28 11:30:00,2015-03-28 11:30:00,2015-03-28 11:35:00
9480,SVI,2,FLA,N04W06,SF,2015-03-28 12:25:00,2015-03-28 12:29:00,2015-03-28 12:29:00
9480,G15,5,XRA,1-8A,C2.0,2015-03-28 12:27:00,2015-03-28 12:30:00,2015-03-28 12:33:00
9480,SVI,G,RBR,245,180,2015-03-28 12:30:00,2015-03-28 12:30:00,2015-03-28 12:30:00
9510,HOL,2,FLA,N17W68,SF,2015-03-28 13:18:00,2015-03-28 14:26:00,2015-03-28 14:57:00
9510,G15,5,XRA,1-8A,C1.2,2015-03-28 13:51:00,2015-03-28 14:02:00,2015-03-28 14:11:00
9520,G15,5,XRA,1-8A,C1.3,2015-03-28 15:06:00,2015-03-28 15:11:00,2015-03-28 15:20:00
9520,HOL,2,FLA,N10E06,SF,2015-03-28 15:09:00,2015-03-28 15:11:00,2015-03-28 15:23:00
9580,HOL,2,FLA,N18W71,SF,2015-03-28 15:10:00,2015-03-28 17:28:00,2015-03-28 17:54:00
9530,SVI,2,FLA,N15W69,SF,2015-03-28 16:01:00,2015-03-28 16:05:00,2015-03-28 16:22:00
9530,G15,5,XRA,1-8A,C2.4,2015-03-28 16:03:00,2015-03-28 16:07:00,2015-03-28 16:14:00
9540,HOL,3,FLA,N10E06,SF,2015-03-28 16:44:00,2015-03-28 16:46:00,2015-03-28 16:48:00
9550,HOL,3,FLA,N18W71,SF,2015-03-28 17:58:00,2015-03-28 18:08:00,2015-03-28 18:10:00
9560,HOL,3,FLA,N18W71,SF,2015-03-28 18:18:00,2015-03-28 18:31:00,2015-03-28 18:42:00
9570,HOL,3,FLA,N18W71,SF,2015-03-28 18:44:00,2015-03-28 18:50:00,2015-03-28 18:51:00
9590,HOL,3,FLA,N18W71,SF,2015-03-28 20:13:00,2015-03-28 20:43:00,2015-03-28 20:46:00
9590,G15,5,XRA,1-8A,C1.8,2015-03-28 20:44:00,2015-03-28 20:51:00,2015-03-28 20:54:00
9600,HOL,2,FLA,N18W72,SF,2015-03-28 22:15:00,2015-03-28 22:17:00,2015-03-28 22:20:00
9610,HOL,3,FLA,N18W73,SF,2015-03-29 00:42:00,2015-03-29 00:48:00,2015-03-29 00:51:00
9620,SVI,2,FLA,N15W80,SF,2015-03-29 05:31:00,2015-03-29 05:33:00,2015-03-29 05:35:00
9630,SVI,3,FLA,N15W77,SF,2015-03-29 06:03:00,2015-03-29 06:28:00,2015-03-29 06:34:00
9640,SVI,3,FLA,N15W77,SF,2015-03-29 06:48:00,2015-03-29 06:53:00,2015-03-29 07:04:00
9640,G15,5,XRA,1-8A,C3.0,2015-03-29 06:50:00,2015-03-29 06:56:00,2015-03-29 07:26:00
9650,SVI,3,FLA,N15W77,SF,2015-03-29 07:24:00,2015-03-29 07:28:00,2015-03-29 07:32:00
9660,SVI,3,FLA,N15W80,SF,2015-03-29 08:58:00,2015-03-29 08:58:00,2015-03-29 09:00:00
9670,SVI,C,RSP,031-076,III/1,2015-03-29 09:00:00,,2015-03-29 09:00:00
9680,SVI,3,FLA,N15W80,SF,2015-03-29 09:07:00,2015-03-29 09:17:00,2015-03-29 09:29:00
9690,SVI,3,FLA,N15W85,SF,2015-03-29 09:30:00,2015-03-29 09:34:00,2015-03-29 09:38:00
9700,SVI,3,FLA,N15W84,SF,2015-03-29 10:05:00,2015-03-29 10:05:00,2015-03-29 10:13:00
9710,G15,5,XRA,1-8A,C2.3,2015-03-29 10:37:00,2015-03-29 10:42:00,2015-03-29 10:44:00
9720,SVI,3,FLA,N14W79,SF,2015-03-29 10:48:00,2015-03-29 10:49:00,2015-03-29 10:51:00
9730,G13,5,XRA,1-8A,C1.5,2015-03-29 11:28:00,2015-03-29 11:32:00,2015-03-29 11:36:00
9740,SVI,3,FLA,N14W82,SF,2015-03-29 12:16:00,2015-03-29 12:19:00,2015-03-29 12:27:00
9750,G15,5,XRA,1-8A,C2.7,2015-03-29 13:18:00,2015-03-29 13:23:00,2015-03-29 13:31:00
9750,SVI,3,FLA,N15W84,SF,2015-03-29 13:19:00,2015-03-29 13:20:00,2015-03-29 13:34:00
9760,HOL,2,FLA,N18W85,SF,2015-03-29 13:50:00,2015-03-29 13:50:00,2015-03-29 14:28:00
9760,G15,5,XRA,1-8A,C1.8,2015-03-29 14:13:00,2015-03-29 14:19:00,2015-03-29 14:23:00
9770,SAG,G,RBR,410,260,2015-03-29 14:40:00,2015-03-29 14:40:00,2015-03-29 14:40:00
9780,SVI,3,FLA,N15W84,SF,2015-03-29 15:20:00,2015-03-29 15:24:00,2015-03-29 15:30:00
9780,G15,5,XRA,1-8A,C3.2,2015-03-29 15:24:00,2015-03-29 15:30:00,2015-03-29 15:38:00
9950,HOL,2,FLA,N18W85,SF,2015-03-29 15:37:00,2015-03-29 15:43:00,2015-03-29 15:50:00
9800,HOL,2,FLA,N18W85,SF,2015-03-29 15:52:00,2015-03-29 15:56:00,2015-03-29 15:58:00
9810,G15,5,XRA,1-8A,C1.4,2015-03-29 17:39:00,2015-03-29 17:43:00,2015-03-29 17:46:00
9850,G15,5,XRA,1-8A,C1.6,2015-03-29 18:45:00,2015-03-29 19:42:00,2015-03-29 20:21:00
9820,PAL,G,RBR,410,330,2015-03-29 19:40:00,2015-03-29 19:40:00,2015-03-29 19:40:00
9830,SAG,U,RBR,245,100,2015-03-29 20:44:00,2015-03-29 20:44:00,2015-03-29 20:44:00
9840,PAL,G,RBR,245,260,2015-03-29 20:54:00,2015-03-29 20:56:00,2015-03-29 20:56:00
9860,SAG,U,RBR,245,160,2015-03-29 21:06:00,2015-03-29 21:06:00,2015-03-29 21:06:00
9870,PAL,G,RBR,245,330,2015-03-29 21:55:00,2015-03-29 21:55:00,2015-03-29 21:55:00
9870,PAL,G,RBR,410,200,2015-03-29 21:55:00,2015-03-29 21:55:00,2015-03-29 21:55:00
9880,LEA,C,RSP,075-180,CTM/1,2015-03-29 22:47:00,,2015-03-29 23:59:00
9880,PAL,G,RBR,245,130,2015-03-29 23:18:00,2015-03-29 23:18:00,2015-03-29 23:18:00
60,CUL,C,RSP,018-090,III/1,2015-03-30 00:56:00,,2015-03-30 00:56:00
9890,G15,5,XRA,1-8A,C4.7,2015-03-30 01:38:00,2015-03-30 01:52:00,2015-03-30 02:14:00
70,CUL,C,RSP,018-060,III/1,2015-03-30 02:36:00,,2015-03-30 02:36:00
80,CUL,C,RSP,080-150,III/1,2015-03-30 04:11:00,,2015-03-30 04:11:00
9910,LEA,G,RBR,245,120,2015-03-30 06:56:00,2015-03-30 06:56:00,2015-03-30 06:57:00
9920,SVI,C,RSP,025-171,III/1,2015-03-30 07:25:00,,2015-03-30 07:26:00
9930,LEA,G,RBR,245,140,2015-03-30 07:30:00,2015-03-30 07:30:00,2015-03-30 07:31:00
9940,SVI,G,RBR,245,110,2015-03-30 07:33:00,2015-03-30 07:33:00,2015-03-30 07:33:00
9970,SVI,G,RNS,245,240,2015-03-30 09:58:00,2015-03-30 10:26:00,2015-03-30 11:37:00
9960,SVI,C,RSP,103-145,III/1,2015-03-30 11:17:00,,2015-03-30 11:17:00
9980,G15,5,XRA,1-8A,C2.4,2015-03-30 12:46:00,2015-03-30 12:55:00,2015-03-30 13:02:00
9990,G15,5,XRA,1-8A,C1.5,2015-03-30 15:34:00,2015-03-30 15:47:00,2015-03-30 16:03:00
10,PAL,G,RBR,245,240,2015-03-30 18:02:00,2015-03-30 18:02:00,2015-03-30 18:02:00
20,G15,5,XRA,1-8A,C1.6,2015-03-30 20:21:00,2015-03-30 20:27:00,2015-03-30 20:33:00
30,PAL,G,RBR,245,150,2015-03-30 21:31:00,2015-03-30 21:31:00,2015-03-30 21:32:00
50,G15,5,XRA,1-8A,C4.1,2015-03-30 21:38:00,2015-03-30 22:05:00,2015-03-30 22:16:00
40,PAL,G,RBR,245,140,2015-03-30 21:48:00,2015-03-30 21:48:00,2015-03-30 21:48:00
90,LEA,U,RSP,126-180,III/1,2015-03-31 00:22:00,,2015-03-31 00:24:00
100,G13,5,XRA,1-8A,B7.5,2015-03-31 04:31:00,2015-03-31 05:58:00,2015-03-31 10:29:00
100,LEA,C,RSP,075-170,CTM/1,2015-03-31 05:47:00,,2015-03-31 07:36:00
110,G15,5,XRA,1-8A,B6.8,2015-03-31 08:30:00,2015-03-31 09:56:00,2015-03-31 12:20:00
120,LEA,C,RSP,099-180,CTM/1,2015-03-31 23:46:00,,2015-03-31 23:59:00
170,LEA,C,RSP,075-180,CTM/1,2015-04-01 00:00:00,,2015-04-01 06:30:00
140,PAL,C,RSP,100-180,CTM/1,2015-04-01 00:08:00,,2015-04-01 03:46:00
130,PAL,G,RBR,245,100,2015-04-01 00:26:00,2015-04-01 00:26:00,2015-04-01 00:26:00
150,PAL,G,RBR,245,140,2015-04-01 01:16:00,2015-04-01 01:16:00,2015-04-01 01:16:00
160,LEA,3,LPS,////,0.08,2015-04-01 02:55:00,,2015-04-01 04:30:00
180,SVI,3,EPL,////,0.18,2015-04-01 05:25:00,,2015-04-01 07:35:00
190,SVI,C,RSP,075-180,III/1,2015-04-01 07:10:00,,2015-04-01 07:10:00
280,CUL,C,RSP,070-250,III/1,2015-04-01 07:10:00,,2015-04-01 07:10:00
200,SVI,C,RSP,073-180,CTM/1,2015-04-01 07:20:00,,2015-04-01 08:46:00
210,SVI,C,RSP,122-156,III/1,2015-04-01 14:38:00,,2015-04-01 14:39:00
210,SAG,C,RSP,101-180,VI/1,2015-04-01 14:39:00,,2015-04-01 15:01:00
270,SAG,C,RSP,106-180,CTM/1,2015-04-01 15:00:00,,2015-04-01 20:43:00
250,SVI,C,RSP,102-180,CTM/1,2015-04-01 15:27:00,,2015-04-01 17:01:00
220,SAG,G,RBR,245,140,2015-04-01 15:31:00,2015-04-01 15:31:00,2015-04-01 15:31:00
230,SAG,G,RBR,245,170,2015-04-01 15:52:00,2015-04-01 15:52:00,2015-04-01 15:52:00
240,SVI,C,RSP,025-047,III/1,2015-04-01 15:54:00,,2015-04-01 15:55:00
260,SAG,G,RBR,245,170,2015-04-01 17:18:00,2015-04-01 17:18:00,2015-04-01 17:18:00
310,CUL,C,RSP,130-180,III/1,2015-04-02 02:28:00,,2015-04-02 02:28:00
320,LEA,C,RSP,075-180,CTM/1,2015-04-02 04:10:00,,2015-04-02 05:57:00
320,G15,5,XRA,1-8A,C1.3,2015-04-02 04:19:00,2015-04-02 05:34:00,2015-04-02 06:26:00
290,LEA,U,RBR,245,150,2015-04-02 04:48:00,2015-04-02 04:49:00,2015-04-02 04:55:00
300,SVI,C,RSP,075-171,CTM/1,2015-04-02 05:05:00,,2015-04-02 05:27:00
350,SVI,3,FLA,N08W59,SF,2015-04-02 08:48:00,2015-04-02 08:49:00,2015-04-02 08:50:00
360,G15,5,XRA,1-8A,B8.3,2015-04-02 13:42:00,2015-04-02 13:47:00,2015-04-02 13:53:00
360,SVI,3,FLA,S22W76,SF,2015-04-02 13:44:00,2015-04-02 13:45:00,2015-04-02 13:50:00
370,SAG,C,RSP,025-180,III/1,2015-04-02 14:20:00,,2015-04-02 14:26:00
380,SAG,G,RBR,245,140,2015-04-02 17:08:00,2015-04-02 17:08:00,2015-04-02 17:08:00
