Event,Obs,Q,Type,Loc/Freq,Particulars_a,begin_datetime,max_datetime,end_datetime
2780,HOL,3,FLA,N15W72,SF,2015-06-12 16:17:00,2015-06-12 16:18:00,2015-06-12 16:20:00
2790,SVI,C,RSP,025-079,III/1,2015-06-12 16:31:00,,2015-06-12 16:33:00
2790,SAG,C,RSP,025-077,VI/1,2015-06-12 16:31:00,,2015-06-12 17:20:00
2800,SVI,C,RSP,030-079,III/1,2015-06-12 16:57:00,,2015-06-12 16:57:00
2810,G15,5,XRA,1-8A,C1.1,2015-06-12 19:16:00,2015-06-12 19:19:00,2015-06-12 19:21:00
2810,HOL,3,FLA,S20E69,SF,2015-06-12 19:18:00,2015-06-12 19:18:00,2015-06-12 19:21:00
2860,PAL,C,RSP,025-180,III/2,2015-06-12 20:24:00,,2015-06-12 20:26:00
2820,HOL,2,FLA,S05W15,SF,2015-06-12 20:26:00,2015-06-12 20:26:00,2015-06-12 20:30:00
2870,PAL,C,RSP,025-180,III/2,2015-06-12 21:25:00,,2015-06-12 21:33:00
2880,G15,5,XRA,1-8A,C8.7,2015-06-12 23:32:00,2015-06-12 23:48:00,2015-06-13 00:01:00
2880,HOL,3,FLA,N14W73,SF,2015-06-12 23:35:00,2015-06-12 23:46:00,2015-06-13 00:22:00
2880,PAL,C,RSP,025-180,III/2,2015-06-13 00:00:00,,2015-06-13 00:01:00
2890,HOL,3,FLA,N14W74,SF,2015-06-13 00:24:00,2015-06-13 00:31:00,2015-06-13 00:45:00
2890,G15,5,XRA,1-8A,C5.9,2015-06-13 00:29:00,2015-06-13 00:33:00,2015-06-13 00:37:00
2900,HOL,3,FLA,S20E64,SF,2015-06-13 00:31:00,2015-06-13 00:32:00,2015-06-13 00:41:00
2910,G15,5,XRA,1-8A,C3.5,2015-06-13 01:34:00,2015-06-13 01:42:00,2015-06-13 01:49:00
2920,PAL,C,RSP,025-060,III/1,2015-06-13 01:34:00,,2015-06-13 01:34:00
2930,HOL,2,FLA,S20E61,SF,2015-06-13 01:38:00,2015-06-13 01:39:00,2015-06-13 01:41:00
2910,LEA,3,FLA,N15W72,SF,2015-06-13 01:39:00,2015-06-13 01:41:00,2015-06-13 01:49:00
2940,G15,5,XRA,1-8A,C5.9,2015-06-13 02:25:00,2015-06-13 02:37:00,2015-06-13 02:43:00
2940,LEA,3,FLA,N15W72,SF,2015-06-13 02:30:00,2015-06-13 02:36:00,2015-06-13 02:49:00
2950,LEA,C,RSP,029-116,III/1,2015-06-13 03:10:00,,2015-06-13 03:18:00
2960,LEA,C,RSP,025-077,III/1,2015-06-13 03:47:00,,2015-06-13 03:47:00
2970,SVI,3,FLA,N11W74,SF,2015-06-13 04:50:00,2015-06-13 04:52:00,2015-06-13 04:54:00
2990,G15,5,XRA,1-8A,C3.8,2015-06-13 04:58:00,2015-06-13 05:38:00,2015-06-13 06:01:00
2980,LEA,2,FLA,S21E62,SF,2015-06-13 05:00:00,2015-06-13 05:01:00,2015-06-13 05:04:00
2990,LEA,3,FLA,N14W73,SF,2015-06-13 05:35:00,2015-06-13 05:35:00,2015-06-13 05:48:00
3000,G15,5,XRA,1-8A,C4.3,2015-06-13 06:19:00,2015-06-13 06:25:00,2015-06-13 06:31:00
3000,LEA,3,FLA,N14W73,SF,2015-06-13 06:22:00,2015-06-13 06:23:00,2015-06-13 06:32:00
3010,SVI,3,FLA,N11W78,SF,2015-06-13 07:11:00,2015-06-13 07:23:00,2015-06-13 07:55:00
3010,G15,5,XRA,1-8A,M1.3,2015-06-13 07:20:00,2015-06-13 07:29:00,2015-06-13 07:47:00
3010,SVI,G,RBR,4995,100,2015-06-13 07:23:00,2015-06-13 07:23:00,2015-06-13 07:24:00
3010,SVI,G,RBR,8800,84,2015-06-13 07:23:00,2015-06-13 07:23:00,2015-06-13 07:24:00
3020,G15,5,XRA,1-8A,C5.8,2015-06-13 09:38:00,2015-06-13 09:45:00,2015-06-13 09:49:00
3020,SVI,3,FLA,N11W77,SF,2015-06-13 09:41:00,2015-06-13 09:43:00,2015-06-13 09:54:00
3030,SVI,3,FLA,S19E57,SF,2015-06-13 10:18:00,2015-06-13 10:19:00,2015-06-13 10:22:00
3040,G15,5,XRA,1-8A,C2.4,2015-06-13 10:24:00,2015-06-13 10:29:00,2015-06-13 10:34:00
3040,SVI,3,FLA,N11W77,SF,2015-06-13 10:28:00,2015-06-13 10:30:00,2015-06-13 10:32:00
3050,SVI,3,FLA,N13W77,SF,2015-06-13 11:24:00,2015-06-13 11:25:00,2015-06-13 11:27:00
3060,G15,5,XRA,1-8A,C1.3,2015-06-13 11:57:00,2015-06-13 12:01:00,2015-06-13 12:06:00
3060,SVI,3,FLA,N10W78,SF,2015-06-13 11:59:00,2015-06-13 12:00:00,2015-06-13 12:08:00
3070,G15,5,XRA,1-8A,C2.2,2015-06-13 12:31:00,2015-06-13 12:50:00,2015-06-13 13:10:00
3070,SVI,3,FLA,N11W80,SF,2015-06-13 12:35:00,2015-06-13 12:39:00,2015-06-13 12:41:00
3080,G15,5,XRA,1-8A,C4.9,2015-06-13 14:25:00,2015-06-13 14:37:00,2015-06-13 14:45:00
3080,SVI,3,FLA,N11W80,SF,2015-06-13 14:32:00,2015-06-13 14:32:00,2015-06-13 14:39:00
3090,G15,5,XRA,1-8A,C1.3,2015-06-13 17:27:00,2015-06-13 17:31:00,2015-06-13 17:39:00
3100,G15,5,XRA,1-8A,C2.6,2015-06-13 19:13:00,2015-06-13 19:27:00,2015-06-13 19:38:00
3100,HOL,3,FLA,N14W84,SF,2015-06-13 19:29:00,2015-06-13 19:29:00,2015-06-13 19:31:00
3110,PAL,C,RSP,025-077,III/1,2015-06-13 20:31:00,,2015-06-13 20:31:00
3120,G15,5,XRA,1-8A,C2.5,2015-06-13 21:12:00,2015-06-13 21:25:00,2015-06-13 21:32:00
3120,HOL,2,FLA,N14W84,SF,2015-06-13 21:18:00,2015-06-13 21:20:00,2015-06-13 21:30:00
3130,G15,5,XRA,1-8A,C2.2,2015-06-13 23:09:00,2015-06-13 23:14:00,2015-06-13 23:21:00
3240,HOL,4,DSF,N31E42,47,2015-06-13 23:39:00,,2015-06-14 12:33:00
3140,G15,5,XRA,1-8A,M2.0,2015-06-14 00:52:00,2015-06-14 00:59:00,2015-06-14 01:09:00
3140,LEA,G,RBR,8800,290,2015-06-14 00:55:00,2015-06-14 00:55:00,2015-06-14 00:55:00
3140,LEA,G,RBR,15400,120,2015-06-14 00:55:00,2015-06-14 00:55:00,2015-06-14 00:55:00
3140,LEA,G,RBR,4995,110,2015-06-14 00:55:00,2015-06-14 00:55:00,2015-06-14 00:55:00
3140,LEA,2,FLA,N14W73,SF,2015-06-14 01:00:00,2015-06-14 01:02:00,2015-06-14 01:07:00
3290,CUL,C,RSP,020-057,III/1,2015-06-14 02:53:00,,2015-06-14 02:55:00
3150,G15,5,XRA,1-8A,C5.9,2015-06-14 03:48:00,2015-06-14 04:17:00,2015-06-14 04:45:00
3150,CUL,C,RSP,030-120,III/1,2015-06-14 04:43:00,,2015-06-14 04:44:00
3300,CUL,C,RSP,020-160,III/1,2015-06-14 05:18:00,,2015-06-14 05:24:00
3160,SVI,C,RSP,033-080,III/1,2015-06-14 05:20:00,,2015-06-14 05:21:00
3190,SVI,2,DSF,N42E79,54,2015-06-14 05:30:00,,2015-06-14 07:59:00
3310,CUL,C,RSP,027-050,III/1,2015-06-14 05:30:00,,2015-06-14 05:30:00
3170,LEA,3,EPL,////,0.24,2015-06-14 06:31:00,,2015-06-14 07:32:00
3170,LEA,3,DSF,N43E90,62,2015-06-14 07:07:00,,2015-06-14 08:27:00
3250,G15,5,XRA,1-8A,C2.7,2015-06-14 07:51:00,2015-06-14 08:49:00,2015-06-14 09:42:00
3260,G15,5,XRA,1-8A,C1.9,2015-06-14 11:00:00,2015-06-14 11:10:00,2015-06-14 11:22:00
3200,SVI,C,RSP,025-171,VI/2,2015-06-14 13:44:00,,2015-06-14 14:18:00
3200,SAG,C,RSP,025-180,III/1,2015-06-14 14:01:00,,2015-06-14 14:02:00
3210,SVI,C,RSP,030-080,III/1,2015-06-14 15:12:00,,2015-06-14 15:17:00
3220,SAG,C,RSP,025-180,III/2,2015-06-14 15:51:00,,2015-06-14 15:53:00
3220,SVI,G,RBR,245,110,2015-06-14 15:52:00,2015-06-14 15:52:00,2015-06-14 15:52:00
3230,SAG,C,RSP,025-084,III/1,2015-06-14 16:44:00,,2015-06-14 16:45:00
3270,SAG,C,RSP,025-180,VI/2,2015-06-14 20:23:00,,2015-06-14 20:36:00
3270,G15,5,XRA,1-8A,C1.2,2015-06-14 20:29:00,2015-06-14 20:52:00,2015-06-14 20:58:00
3270,PAL,C,RSP,025-180,III/1,2015-06-14 20:32:00,,2015-06-14 20:36:00
3280,G15,5,XRA,1-8A,C1.3,2015-06-14 21:29:00,2015-06-14 22:03:00,2015-06-14 22:23:00
3520,CUL,C,RSP,035-090,III/1,2015-06-15 00:24:00,,2015-06-15 00:26:00
3530,CUL,C,RSP,027-140,III/1,2015-06-15 00:58:00,,2015-06-15 01:02:00
3540,CUL,C,RSP,025-160,III/1,2015-06-15 01:50:00,,2015-06-15 01:51:00
3320,PAL,C,RSP,025-127,III/1,2015-06-15 02:14:00,,2015-06-15 02:16:00
3550,CUL,C,RSP,018-180,III/1,2015-06-15 02:14:00,,2015-06-15 02:18:00
3330,CUL,C,RSP,018-180,III/3,2015-06-15 02:48:00,,2015-06-15 02:49:00
3560,CUL,C,RSP,030-120,III/1,2015-06-15 03:07:00,,2015-06-15 03:08:00
3340,LEA,G,RBR,245,150,2015-06-15 04:00:00,2015-06-15 04:00:00,2015-06-15 04:00:00
3350,CUL,C,RSP,080-270,III/1,2015-06-15 04:01:00,,2015-06-15 04:04:00
3350,SVI,U,RBR,410,510,2015-06-15 04:02:00,2015-06-15 04:02:00,2015-06-15 04:02:00
3350,LEA,G,RBR,245,1000,2015-06-15 04:02:00,2015-06-15 04:03:00,2015-06-15 04:03:00
3360,SVI,3,BSL,////,0.22,2015-06-15 04:21:00,,2015-06-15 04:43:00
3570,CUL,C,RSP,023-270,III/3,2015-06-15 05:12:00,,2015-06-15 05:15:00
3370,LEA,G,RBR,245,1200,2015-06-15 05:13:00,2015-06-15 05:13:00,2015-06-15 05:13:00
3370,SVI,C,RSP,029-171,III/2,2015-06-15 05:13:00,,2015-06-15 05:14:00
3380,SVI,C,RSP,033-114,III/1,2015-06-15 05:31:00,,2015-06-15 05:31:00
3580,CUL,C,RSP,023-160,III/1,2015-06-15 05:32:00,,2015-06-15 05:32:00
3390,SVI,G,RBR,245,170,2015-06-15 05:52:00,2015-06-15 05:52:00,2015-06-15 05:52:00
3400,LEA,G,RBR,245,140,2015-06-15 05:52:00,2015-06-15 05:52:00,2015-06-15 05:52:00
3590,CUL,C,RSP,100-180,III/1,2015-06-15 06:36:00,,2015-06-15 06:37:00
3410,SVI,3,FLA,S09W70,SF,2015-06-15 07:49:00,2015-06-15 07:53:00,2015-06-15 07:55:00
3410,G15,5,XRA,1-8A,C1.7,2015-06-15 07:50:00,2015-06-15 07:54:00,2015-06-15 07:57:00
3410,SVI,C,RSP,025-171,VI/2,2015-06-15 07:51:00,,2015-06-15 08:05:00
3420,SVI,C,RSP,063-152,III/1,2015-06-15 09:24:00,,2015-06-15 09:25:00
3430,SVI,C,RSP,027-139,III/1,2015-06-15 10:06:00,,2015-06-15 10:07:00
3440,G15,5,XRA,1-8A,C2.5,2015-06-15 10:23:00,2015-06-15 10:32:00,2015-06-15 10:37:00
3450,SVI,C,RSP,026-173,III/1,2015-06-15 10:59:00,,2015-06-15 11:00:00
3460,SVI,C,RSP,042-150,III/1,2015-06-15 11:58:00,,2015-06-15 11:59:00
3470,G15,5,XRA,1-8A,C1.8,2015-06-15 13:45:00,2015-06-15 13:49:00,2015-06-15 14:15:00
3470,SVI,G,RBR,245,670,2015-06-15 13:48:00,2015-06-15 13:48:00,2015-06-15 13:48:00
3470,SAG,C,RSP,025-180,VI/1,2015-06-15 13:48:00,,2015-06-15 14:08:00
3470,SVI,C,RSP,028-171,III/1,2015-06-15 14:07:00,,2015-06-15 14:08:00
3480,G13,5,XRA,1-8A,C1.4,2015-06-15 14:39:00,2015-06-15 14:42:00,2015-06-15 14:46:00
3490,SVI,3,FLA,S19E26,SF,2015-06-15 15:32:00,2015-06-15 15:34:00,2015-06-15 15:40:00
3510,G15,5,XRA,1-8A,C1.8,2015-06-15 16:04:00,2015-06-15 16:27:00,2015-06-15 16:50:00
3500,HOL,3,EPL,////,0.15,2015-06-15 16:40:00,,2015-06-15 16:43:00
3600,HOL,3,FLA,N13E85,SF,2015-06-15 18:47:00,2015-06-15 19:13:00,2015-06-15 21:44:00
3610,G15,5,XRA,1-8A,C2.2,2015-06-16 02:32:00,2015-06-16 03:27:00,2015-06-16 03:31:00
3620,G15,5,XRA,1-8A,C2.4,2015-06-16 03:32:00,2015-06-16 03:42:00,2015-06-16 03:50:00
3630,G15,5,XRA,1-8A,C2.7,2015-06-16 03:58:00,2015-06-16 04:06:00,2015-06-16 04:12:00
3640,SVI,3,FLA,N15E79,SF,2015-06-16 04:52:00,2015-06-16 06:49:00,2015-06-16 06:56:00
3640,CUL,C,RSP,070-150,III/1,2015-06-16 05:37:00,,2015-06-16 05:37:00
3650,SVI,3,FLA,N16E81,SF,2015-06-16 10:00:00,2015-06-16 10:03:00,2015-06-16 10:06:00
3670,SAG,C,RSP,034-075,VI/1,2015-06-16 11:06:00,,2015-06-16 11:38:00
3660,SVI,3,FLA,N14E78,SF,2015-06-16 11:09:00,2015-06-16 11:12:00,2015-06-16 11:14:00
3680,HOL,2,FLA,N13E78,SF,2015-06-16 12:26:00,2015-06-16 12:39:00,2015-06-16 12:49:00
3690,SVI,3,FLA,N16E80,SF,2015-06-16 13:02:00,2015-06-16 13:03:00,2015-06-16 13:07:00
3700,SVI,3,FLA,N16E80,SF,2015-06-16 13:26:00,2015-06-16 13:33:00,2015-06-16 13:37:00
3710,HOL,4,FLA,N13E75,SF,2015-06-16 15:49:00,2015-06-16 15:51:00,2015-06-16 15:53:00
3710,SAG,C,RSP,102-180,CTM/1,2015-06-16 16:20:00,,2015-06-16 23:31:00
3720,SVI,3,FLA,N14E75,SF,2015-06-16 16:33:00,2015-06-16 16:33:00,2015-06-16 16:37:00
3890,PAL,G,RNS,245,240,2015-06-16 16:34:00,2015-06-16 22:36:00,2015-06-16 23:08:00
3730,HOL,3,FLA,N13E73,SF,2015-06-16 17:06:00,2015-06-16 17:07:00,2015-06-16 17:11:00
3740,PAL,G,RBR,245,230,2015-06-16 18:08:00,2015-06-16 18:08:00,2015-06-16 18:08:00
3750,HOL,3,FLA,N13E73,SF,2015-06-16 18:13:00,2015-06-16 18:16:00,2015-06-16 18:42:00
3750,SAG,C,RSP,025-041,III/1,2015-06-16 18:36:00,,2015-06-16 18:36:00
3760,HOL,3,FLA,N13E73,SF,2015-06-16 18:49:00,2015-06-16 18:52:00,2015-06-16 18:55:00
3760,PAL,G,RBR,245,300,2015-06-16 18:52:00,2015-06-16 18:54:00,2015-06-16 18:54:00
3770,HOL,3,FLA,N12E71,SF,2015-06-16 19:19:00,2015-06-16 19:19:00,2015-06-16 19:23:00
3780,HOL,3,FLA,N12E72,SF,2015-06-16 19:27:00,2015-06-16 19:30:00,2015-06-16 19:36:00
3780,PAL,G,RBR,245,270,2015-06-16 19:34:00,2015-06-16 19:34:00,2015-06-16 19:34:00
3840,PAL,C,RSP,129-180,CTM/1,2015-06-16 19:35:00,,2015-06-16 22:52:00
3780,G15,5,XRA,1-8A,C1.3,2015-06-16 19:36:00,2015-06-16 19:49:00,2015-06-16 20:03:00
3790,G15,5,XRA,1-8A,C1.9,2015-06-16 20:11:00,2015-06-16 20:16:00,2015-06-16 20:21:00
3790,PAL,G,RBR,245,220,2015-06-16 20:14:00,2015-06-16 20:15:00,2015-06-16 20:15:00
3800,PAL,G,RBR,245,330,2015-06-16 20:24:00,2015-06-16 20:24:00,2015-06-16 20:24:00
3830,G15,5,XRA,1-8A,C1.7,2015-06-16 20:24:00,2015-06-16 20:32:00,2015-06-16 20:48:00
3810,PAL,U,RSP,025-180,III/1,2015-06-16 20:26:00,,2015-06-16 20:28:00
3820,PAL,C,RSP,025-036,III/1,2015-06-16 20:51:00,,2015-06-16 20:53:00
3920,G15,5,XRA,1-8A,C2.2,2015-06-16 20:57:00,2015-06-16 21:17:00,2015-06-16 21:27:00
3850,CUL,C,RSP,140-320,III/1,2015-06-16 21:22:00,,2015-06-16 21:24:00
3860,CUL,C,RSP,140-250,III/1,2015-06-16 21:59:00,,2015-06-16 21:59:00
3870,CUL,C,RSP,020-030,III/1,2015-06-16 22:51:00,,2015-06-16 22:51:00
3900,G15,5,XRA,1-8A,C3.2,2015-06-16 23:31:00,2015-06-17 00:01:00,2015-06-17 00:23:00
3880,CUL,C,RSP,023-040,III/1,2015-06-16 23:35:00,,2015-06-16 23:35:00
3910,PAL,C,RSP,025-075,III/1,2015-06-17 00:40:00,,2015-06-17 00:41:00
4060,HOL,3,DSF,N39W23,7,2015-06-17 01:16:00,,2015-06-17 12:26:00
3930,LEA,G,RBR,245,110,2015-06-17 01:20:00,2015-06-17 01:20:00,2015-06-17 01:20:00
3940,PAL,C,RSP,075-180,III/1,2015-06-17 02:05:00,,2015-06-17 02:05:00
3950,LEA,U,RBR,245,240,2015-06-17 02:07:00,2015-06-17 02:07:00,2015-06-17 02:07:00
3960,G15,5,XRA,1-8A,C1.6,2015-06-17 05:46:00,2015-06-17 06:06:00,2015-06-17 06:35:00
3960,SVI,2,FLA,S19E04,1F,2015-06-17 05:48:00,2015-06-17 05:58:00,2015-06-17 06:53:00
4280,LEA,U,RSP,025-037,VI/1,2015-06-17 06:54:00,,2015-06-17 07:39:00
3970,LEA,G,RBR,245,120,2015-06-17 07:06:00,2015-06-17 07:06:00,2015-06-17 07:06:00
3980,SVI,2,FLA,N15E67,SF,2015-06-17 08:08:00,2015-06-17 08:30:00,2015-06-17 08:42:00
3980,LEA,G,RBR,245,120,2015-06-17 08:35:00,2015-06-17 08:35:00,2015-06-17 08:35:00
3990,SVI,G,RBR,245,130,2015-06-17 11:17:00,2015-06-17 11:17:00,2015-06-17 11:17:00
4370,SVI,G,RBR,245,110,2015-06-17 11:37:00,2015-06-17 11:37:00,2015-06-17 11:37:00
4000,SVI,G,RBR,245,160,2015-06-17 12:11:00,2015-06-17 12:11:00,2015-06-17 12:11:00
4010,HOL,2,FLA,N13E64,SF,2015-06-17 12:31:00,2015-06-17 12:31:00,2015-06-17 12:38:00
4020,HOL,2,FLA,N13E64,SF,2015-06-17 12:39:00,2015-06-17 12:54:00,2015-06-17 12:59:00
4030,HOL,3,FLA,N13E64,SF,2015-06-17 13:02:00,2015-06-17 13:30:00,2015-06-17 14:01:00
4030,G15,5,XRA,1-8A,C1.4,2015-06-17 13:13:00,2015-06-17 13:48:00,2015-06-17 13:53:00
4210,HOL,3,FLA,S20W07,SF,2015-06-17 13:46:00,2015-06-17 13:49:00,2015-06-17 13:54:00
4040,HOL,3,FLA,N11E60,SF,2015-06-17 14:07:00,2015-06-17 14:07:00,2015-06-17 14:11:00
4050,SAG,C,RSP,064-180,III/2,2015-06-17 14:54:00,,2015-06-17 14:55:00
4230,SAG,C,RSP,103-180,CTM/1,2015-06-17 15:33:00,,2015-06-18 00:11:00
4070,HOL,3,FLA,S19W09,SF,2015-06-17 15:51:00,2015-06-17 15:53:00,2015-06-17 15:54:00
4080,SVI,3,FLA,N15E63,SF,2015-06-17 16:17:00,2015-06-17 16:25:00,2015-06-17 16:29:00
4090,SVI,3,FLA,N15E63,SF,2015-06-17 16:39:00,2015-06-17 16:53:00,2015-06-17 17:03:00
4090,G15,5,XRA,1-8A,C1.0,2015-06-17 16:42:00,2015-06-17 16:46:00,2015-06-17 16:49:00
4100,SVI,3,FLA,S20W03,SF,2015-06-17 17:04:00,2015-06-17 17:04:00,2015-06-17 17:16:00
4190,SVI,3,FLA,N15E62,SF,2015-06-17 17:10:00,2015-06-17 17:18:00,2015-06-17 17:39:00
4110,PAL,G,RBR,245,110,2015-06-17 17:20:00,2015-06-17 17:21:00,2015-06-17 17:21:00
4120,PAL,G,RBR,245,390,2015-06-17 18:16:00,2015-06-17 18:16:00,2015-06-17 18:16:00
4130,SAG,C,RSP,025-129,III/1,2015-06-17 18:38:00,,2015-06-17 18:39:00
4140,PAL,G,RBR,245,110,2015-06-17 18:57:00,2015-06-17 18:57:00,2015-06-17 18:57:00
4150,PAL,C,RSP,025-043,III/1,2015-06-17 19:17:00,,2015-06-17 19:17:00
4200,HOL,3,DSF,N08E52,8,2015-06-17 19:31:00,,2015-06-17 20:02:00
4240,PAL,C,RSP,107-180,CTM/1,2015-06-17 19:39:00,,2015-06-17 23:59:00
4160,PAL,G,RBR,245,1000,2015-06-17 21:00:00,2015-06-17 21:00:00,2015-06-17 21:01:00
4170,PAL,G,RBR,245,100,2015-06-17 21:13:00,2015-06-17 21:13:00,2015-06-17 21:13:00
4180,PAL,G,RBR,245,210,2015-06-17 21:27:00,2015-06-17 21:27:00,2015-06-17 21:27:00
4220,G15,5,XRA,1-8A,C5.3,2015-06-17 22:16:00,2015-06-17 22:53:00,2015-06-17 22:57:00
4220,HOL,3,FLA,S19W11,1N,2015-06-17 22:16:00,2015-06-17 22:50:00,2015-06-17 23:26:00
4220,PAL,C,RSP,025-180,III/1,2015-06-17 22:18:00,,2015-06-17 22:19:00
4220,PAL,G,RBR,245,300,2015-06-17 22:19:00,2015-06-17 22:19:00,2015-06-17 22:19:00
4250,LEA,C,RSP,163-180,CTM/1,2015-06-17 23:20:00,,2015-06-17 23:59:00
4250,LEA,U,RBR,245,850,2015-06-17 23:39:00,2015-06-17 23:39:00,2015-06-17 23:40:00
4250,LEA,G,RBR,410,150,2015-06-17 23:39:00,2015-06-17 23:39:00,2015-06-17 23:39:00
4250,CUL,C,RSP,130-400,III/1,2015-06-17 23:40:00,,2015-06-17 23:40:00
4250,LEA,G,RBR,610,180,2015-06-17 23:40:00,2015-06-17 23:40:00,2015-06-17 23:40:00
4380,PAL,C,RSP,025-180,CTM/1,2015-06-18 00:00:00,,2015-06-18 05:05:00
4260,G15,5,XRA,1-8A,C7.2,2015-06-18 00:18:00,2015-06-18 00:24:00,2015-06-18 00:28:00
4270,PAL,G,RBR,245,100,2015-06-18 00:32:00,2015-06-18 00:32:00,2015-06-18 00:32:00
4380,G15,5,XRA,1-8A,M1.2,2015-06-18 00:33:00,2015-06-18 01:27:00,2015-06-18 01:55:00
4380,PAL,C,RSP,025-180,VI/1,2015-06-18 00:55:00,,2015-06-18 05:05:00
4290,LEA,C,RSP,027-080,III/1,2015-06-18 01:04:00,,2015-06-18 01:11:00
4690,CUL,C,RSP,070-140,III/1,2015-06-18 01:39:00,,2015-06-18 01:39:00
4300,PAL,G,RBR,245,100,2015-06-18 01:47:00,2015-06-18 01:47:00,2015-06-18 01:47:00
4300,LEA,C,RSP,025-180,III/2,2015-06-18 01:47:00,,2015-06-18 01:48:00
4310,CUL,C,RSP,018-250,III/2,2015-06-18 01:48:00,,2015-06-18 01:49:00
4320,PAL,G,RBR,245,110,2015-06-18 02:38:00,2015-06-18 02:38:00,2015-06-18 02:38:00
4330,LEA,C,RSP,025-152,III/3,2015-06-18 03:23:00,,2015-06-18 03:27:00
4340,LEA,C,RSP,025-180,V/2,2015-06-18 03:32:00,,2015-06-18 03:34:00
4340,SVI,G,RBR,245,150,2015-06-18 03:32:00,2015-06-18 03:32:00,2015-06-18 03:32:00
4340,SVI,G,RBR,410,120,2015-06-18 03:32:00,2015-06-18 03:32:00,2015-06-18 03:32:00
4340,CUL,C,RSP,018-320,III/3,2015-06-18 03:33:00,,2015-06-18 03:34:00
4350,SVI,G,RBR,245,110,2015-06-18 03:57:00,2015-06-18 03:57:00,2015-06-18 03:57:00
4430,SVI,C,RSP,050-169,CTM/1,2015-06-18 03:59:00,,2015-06-18 07:06:00
4390,LEA,C,RSP,025-180,VI/2,2015-06-18 04:20:00,,2015-06-18 05:11:00
4360,PAL,G,RBR,245,110,2015-06-18 04:26:00,2015-06-18 04:26:00,2015-06-18 04:26:00
4360,PAL,C,RSP,025-180,III/2,2015-06-18 04:26:00,,2015-06-18 04:27:00
4390,CUL,C,RSP,018-180,III/3,2015-06-18 04:27:00,,2015-06-18 04:27:00
4400,SVI,3,FLA,N15E55,1F,2015-06-18 04:32:00,2015-06-18 04:43:00,2015-06-18 05:32:00
4400,SVI,C,RSP,025-154,VI/1,2015-06-18 04:50:00,,2015-06-18 05:07:00
4410,SVI,3,FLA,N15E55,SF,2015-06-18 05:40:00,2015-06-18 05:46:00,2015-06-18 05:48:00
4410,SVI,C,RSP,030-079,III/1,2015-06-18 05:43:00,,2015-06-18 05:44:00
4410,G15,5,XRA,1-8A,C2.8,2015-06-18 05:47:00,2015-06-18 05:51:00,2015-06-18 06:10:00
4410,LEA,C,RSP,054-134,CTM/1,2015-06-18 05:54:00,,2015-06-18 07:08:00
4420,SVI,3,FLA,S19W16,SF,2015-06-18 06:18:00,2015-06-18 06:35:00,2015-06-18 06:39:00
4440,SVI,3,FLA,N17E55,SF,2015-06-18 06:24:00,2015-06-18 07:04:00,2015-06-18 07:31:00
4420,G15,5,XRA,1-8A,C2.3,2015-06-18 06:28:00,2015-06-18 06:31:00,2015-06-18 06:33:00
4440,LEA,C,RSP,030-180,VI/1,2015-06-18 07:07:00,,2015-06-18 07:41:00
4650,SVI,3,FLA,S19W16,SF,2015-06-18 07:08:00,2015-06-18 07:10:00,2015-06-18 07:25:00
4450,G15,5,XRA,1-8A,C1.1,2015-06-18 09:41:00,2015-06-18 09:44:00,2015-06-18 09:47:00
4460,SVI,C,RSP,030-169,III/1,2015-06-18 11:18:00,,2015-06-18 11:18:00
4470,HOL,3,FLA,N15E52,1F,2015-06-18 12:50:00,2015-06-18 13:09:00,2015-06-18 14:03:00
4480,G15,5,XRA,1-8A,C3.5,2015-06-18 13:05:00,2015-06-18 13:10:00,2015-06-18 13:15:00
4480,SVI,3,FLA,N12E47,SN,2015-06-18 13:10:00,2015-06-18 13:10:00,2015-06-18 13:13:00
4480,SAG,C,RSP,025-125,III/2,2015-06-18 13:12:00,,2015-06-18 13:13:00
4490,SVI,C,RSP,025-058,III/1,2015-06-18 13:26:00,,2015-06-18 13:27:00
4500,G15,5,XRA,1-8A,C1.7,2015-06-18 14:02:00,2015-06-18 14:07:00,2015-06-18 14:21:00
4660,HOL,4,FLA,N15E52,SF,2015-06-18 14:03:00,2015-06-18 14:26:00,2015-06-18 14:54:00
4500,HOL,3,FLA,S20W16,SF,2015-06-18 14:04:00,2015-06-18 14:05:00,2015-06-18 14:10:00
4510,SVI,G,RBR,410,450,2015-06-18 14:37:00,2015-06-18 14:38:00,2015-06-18 14:38:00
4520,HOL,3,FLA,N13E51,SF,2015-06-18 14:54:00,2015-06-18 14:55:00,2015-06-18 15:04:00
4520,SVI,G,RBR,410,270,2015-06-18 15:00:00,2015-06-18 15:00:00,2015-06-18 15:00:00
4520,SAG,C,RSP,025-180,VI/2,2015-06-18 15:15:00,,2015-06-18 18:17:00
4520,SVI,C,RSP,102-171,CTM/1,2015-06-18 15:18:00,,2015-06-18 16:57:00
4530,SVI,3,FLA,N16E49,SF,2015-06-18 15:53:00,2015-06-18 15:58:00,2015-06-18 16:04:00
4530,PAL,C,RSP,108-180,CTM/1,2015-06-18 16:03:00,,2015-06-18 16:59:00
4540,SVI,3,FLA,N16E48,SF,2015-06-18 16:09:00,2015-06-18 16:14:00,2015-06-18 16:19:00
4570,HOL,4,FLA,N15E50,1N,2015-06-18 16:29:00,2015-06-18 17:13:00,2015-06-18 19:05:00
